"","sort.n3gramstats..decreasing...T.","last"
"23770",9,"louis public schools"
"23771",9,"love all the"
"23772",9,"love and respect"
"23773",9,"love how the"
"23774",9,"love is a"
"23775",9,"love that you"
"23776",9,"love to talk"
"23777",9,"love when people"
"23778",9,"love with her"
"23779",9,"love you the"
"23780",9,"love your new"
"23781",9,"luck in the"
"23782",9,"made a big"
"23783",9,"made available to"
"23784",9,"made him a"
"23785",9,"made it in"
"23786",9,"made me a"
"23787",9,"made the playoffs"
"23788",9,"made to the"
"23789",9,"make a change"
"23790",9,"make it an"
"23791",9,"make it back"
"23792",9,"make it into"
"23793",9,"makes it difficult"
"23794",9,"makes it look"
"23795",9,"makes it more"
"23796",9,"makes you beautiful"
"23797",9,"making it easier"
"23798",9,"man and woman"
"23799",9,"man i hate"
"23800",9,"man i know"
"23801",9,"man is a"
"23802",9,"manager for the"
"23803",9,"managing director of"
"23804",9,"many people have"
"23805",9,"marriage is a"
"23806",9,"may be an"
"23807",9,"may be too"
"23808",9,"may end up"
"23809",9,"may god bless"
"23810",9,"maybe i could"
"23811",9,"maybe i will"
"23812",9,"me a call"
"23813",9,"me and a"
"23814",9,"me and said"
"23815",9,"me at my"
"23816",9,"me back in"
"23817",9,"me even though"
"23818",9,"me ive been"
"23819",9,"me last night"
"23820",9,"me now i"
"23821",9,"me something to"
"23822",9,"me that it"
"23823",9,"me the same"
"23824",9,"me there was"
"23825",9,"me they are"
"23826",9,"me they were"
"23827",9,"me to a"
"23828",9,"me to follow"
"23829",9,"me to try"
"23830",9,"me to write"
"23831",9,"me trying to"
"23832",9,"me up to"
"23833",9,"me what you"
"23834",9,"me with my"
"23835",9,"mean to me"
"23836",9,"meaning to the"
"23837",9,"means so much"
"23838",9,"meet in the"
"23839",9,"memories of the"
"23840",9,"mention that i"
"23841",9,"messed up my"
"23842",9,"midst of the"
"23843",9,"might like to"
"23844",9,"miles away from"
"23845",9,"miles per hour"
"23846",9,"million according to"
"23847",9,"million this year"
"23848",9,"minute or two"
"23849",9,"minutes into the"
"23850",9,"mixture to the"
"23851",9,"money on a"
"23852",9,"months i have"
"23853",9,"more days of"
"23854",9,"more difficult for"
"23855",9,"more i think"
"23856",9,"more information on"
"23857",9,"more ways than"
"23858",9,"morning at the"
"23859",9,"morning when i"
"23860",9,"most of that"
"23861",9,"most of your"
"23862",9,"most people will"
"23863",9,"mostly because i"
"23864",9,"mother and father"
"23865",9,"mother and her"
"23866",9,"mothers day i"
"23867",9,"move to a"
"23868",9,"moved to a"
"23869",9,"moving to the"
"23870",9,"much fun to"
"23871",9,"much love and"
"23872",9,"much of anything"
"23873",9,"much of what"
"23874",9,"music and the"
"23875",9,"music of the"
"23876",9,"must be able"
"23877",9,"my ass off"
"23878",9,"my birthday and"
"23879",9,"my body and"
"23880",9,"my brain is"
"23881",9,"my car and"
"23882",9,"my credit card"
"23883",9,"my daughter was"
"23884",9,"my desk and"
"23885",9,"my eyes out"
"23886",9,"my face i"
"23887",9,"my first attempt"
"23888",9,"my heart to"
"23889",9,"my hopes up"
"23890",9,"my husband was"
"23891",9,"my job and"
"23892",9,"my least favorite"
"23893",9,"my life it"
"23894",9,"my life its"
"23895",9,"my minds eye"
"23896",9,"my mom has"
"23897",9,"my mom said"
"23898",9,"my own personal"
"23899",9,"my th birthday"
"23900",9,"my thoughts exactly"
"23901",9,"my wife is"
"23902",9,"myself so i"
"23903",9,"myself to be"
"23904",9,"name of a"
"23905",9,"named to the"
"23906",9,"near the top"
"23907",9,"need help with"
"23908",9,"need to chill"
"23909",9,"need to create"
"23910",9,"need to grow"
"23911",9,"need to hang"
"23912",9,"need to just"
"23913",9,"need to remember"
"23914",9,"need to think"
"23915",9,"need to watch"
"23916",9,"need to write"
"23917",9,"needed to know"
"23918",9,"needs to know"
"23919",9,"neither of us"
"23920",9,"never been so"
"23921",9,"never get to"
"23922",9,"never got a"
"23923",9,"never got to"
"23924",9,"never had to"
"23925",9,"never have i"
"23926",9,"never let you"
"23927",9,"never went to"
"23928",9,"new brunswick —"
"23929",9,"new jersey state"
"23930",9,"new jersey the"
"23931",9,"new version of"
"23932",9,"new wave of"
"23933",9,"new world order"
"23934",9,"new year and"
"23935",9,"new year i"
"23936",9,"new year is"
"23937",9,"new york ap"
"23938",9,"next door to"
"23939",9,"next to her"
"23940",9,"next week so"
"23941",9,"next week the"
"23942",9,"next weekend i"
"23943",9,"night and day"
"23944",9,"night and the"
"23945",9,"night was a"
"23946",9,"night when the"
"23947",9,"night with a"
"23948",9,"no clue what"
"23949",9,"no idea where"
"23950",9,"no idea who"
"23951",9,"no less than"
"23952",9,"no one ever"
"23953",9,"no one likes"
"23954",9,"no one to"
"23955",9,"no room for"
"23956",9,"no school for"
"23957",9,"no this is"
"23958",9,"none of my"
"23959",9,"not a huge"
"23960",9,"not a new"
"23961",9,"not about to"
"23962",9,"not all that"
"23963",9,"not an option"
"23964",9,"not as much"
"23965",9,"not even in"
"23966",9,"not following me"
"23967",9,"not giving up"
"23968",9,"not guilty to"
"23969",9,"not having to"
"23970",9,"not just in"
"23971",9,"not just to"
"23972",9,"not let me"
"23973",9,"not likely to"
"23974",9,"not long after"
"23975",9,"not long ago"
"23976",9,"not necessarily a"
"23977",9,"not one but"
"23978",9,"not only are"
"23979",9,"not only because"
"23980",9,"not quite as"
"23981",9,"not saying i"
"23982",9,"not saying that"
"23983",9,"not seen the"
"23984",9,"not so long"
"23985",9,"not sure where"
"23986",9,"not surprising that"
"23987",9,"not that the"
"23988",9,"not to think"
"23989",9,"not to worry"
"23990",9,"not watching the"
"23991",9,"not worth it"
"23992",9,"note if you"
"23993",9,"nothing but the"
"23994",9,"nothing compared to"
"23995",9,"nothing to be"
"23996",9,"now and im"
"23997",9,"now at the"
"23998",9,"now i get"
"23999",9,"obama administration has"
"24000",9,"of a book"
"24001",9,"of a former"
"24002",9,"of a high"
"24003",9,"of a million"
"24004",9,"of a movie"
"24005",9,"of a number"
"24006",9,"of a state"
"24007",9,"of all my"
"24008",9,"of all this"
"24009",9,"of being able"
"24010",9,"of blood and"
"24011",9,"of chicago chicago"
"24012",9,"of climate change"
"24013",9,"of country music"
"24014",9,"of course im"
"24015",9,"of dealing with"
"24016",9,"of dollars on"
"24017",9,"of energy and"
"24018",9,"of everything i"
"24019",9,"of everything that"
"24020",9,"of five years"
"24021",9,"of hard to"
"24022",9,"of having to"
"24023",9,"of her husband"
"24024",9,"of her in"
"24025",9,"of her mother"
"24026",9,"of his first"
"24027",9,"of his wife"
"24028",9,"of his work"
"24029",9,"of how we"
"24030",9,"of how you"
"24031",9,"of interest in"
"24032",9,"of it at"
"24033",9,"of last years"
"24034",9,"of love is"
"24035",9,"of making a"
"24036",9,"of me to"
"24037",9,"of my childhood"
"24038",9,"of my most"
"24039",9,"of myself as"
"24040",9,"of other people"
"24041",9,"of our time"
"24042",9,"of paper and"
"24043",9,"of planning and"
"24044",9,"of someone who"
"24045",9,"of southern california"
"24046",9,"of the accident"
"24047",9,"of the afternoon"
"24048",9,"of the album"
"24049",9,"of the area"
"24050",9,"of the avengers"
"24051",9,"of the average"
"24052",9,"of the baltimore"
"24053",9,"of the bed"
"24054",9,"of the blog"
"24055",9,"of the buildings"
"24056",9,"of the bus"
"24057",9,"of the campus"
"24058",9,"of the chinese"
"24059",9,"of the crime"
"24060",9,"of the department"
"24061",9,"of the general"
"24062",9,"of the glass"
"24063",9,"of the grand"
"24064",9,"of the highest"
"24065",9,"of the highlights"
"24066",9,"of the ingredients"
"24067",9,"of the inning"
"24068",9,"of the long"
"24069",9,"of the man"
"24070",9,"of the meal"
"24071",9,"of the menu"
"24072",9,"of the mountain"
"24073",9,"of the newly"
"24074",9,"of the number"
"24075",9,"of the older"
"24076",9,"of the person"
"24077",9,"of the picture"
"24078",9,"of the rain"
"24079",9,"of the red"
"24080",9,"of the region"
"24081",9,"of the relationship"
"24082",9,"of the report"
"24083",9,"of the roof"
"24084",9,"of the small"
"24085",9,"of the spanish"
"24086",9,"of the storm"
"24087",9,"of the video"
"24088",9,"of the working"
"24089",9,"of the young"
"24090",9,"of them if"
"24091",9,"of them it"
"24092",9,"of them was"
"24093",9,"of them will"
"24094",9,"of this country"
"24095",9,"of this one"
"24096",9,"of this years"
"24097",9,"of time before"
"24098",9,"of time i"
"24099",9,"of times i"
"24100",9,"of up to"
"24101",9,"of us would"
"24102",9,"of your mind"
"24103",9,"of your work"
"24104",9,"off for a"
"24105",9,"off from work"
"24106",9,"off into the"
"24107",9,"off the coast"
"24108",9,"officials say they"
"24109",9,"oh and did"
"24110",9,"old and new"
"24111",9,"olive oil in"
"24112",9,"omega fatty acids"
"24113",9,"omg i just"
"24114",9,"on a blog"
"24115",9,"on a monday"
"24116",9,"on a more"
"24117",9,"on a path"
"24118",9,"on a show"
"24119",9,"on american idol"
"24120",9,"on april the"
"24121",9,"on earth and"
"24122",9,"on fb and"
"24123",9,"on him to"
"24124",9,"on his back"
"24125",9,"on how i"
"24126",9,"on how you"
"24127",9,"on in my"
"24128",9,"on injured reserve"
"24129",9,"on me the"
"24130",9,"on monday at"
"24131",9,"on my bed"
"24132",9,"on my facebook"
"24133",9,"on my head"
"24134",9,"on my last"
"24135",9,"on my twitter"
"24136",9,"on our new"
"24137",9,"on par with"
"24138",9,"on saturday morning"
"24139",9,"on such a"
"24140",9,"on sunday night"
"24141",9,"on the defensive"
"24142",9,"on the golf"
"24143",9,"on the good"
"24144",9,"on the heels"
"24145",9,"on the link"
"24146",9,"on the look"
"24147",9,"on the map"
"24148",9,"on the morning"
"24149",9,"on the most"
"24150",9,"on the mound"
"24151",9,"on the number"
"24152",9,"on the shelf"
"24153",9,"on the sofa"
"24154",9,"on the stage"
"24155",9,"on the subway"
"24156",9,"on the trail"
"24157",9,"on the treadmill"
"24158",9,"on the trip"
"24159",9,"on the very"
"24160",9,"on the walls"
"24161",9,"on the wrong"
"24162",9,"on them and"
"24163",9,"on this for"
"24164",9,"on this planet"
"24165",9,"on this topic"
"24166",9,"on this trip"
"24167",9,"on this website"
"24168",9,"on twitter the"
"24169",9,"on what you"
"24170",9,"on when i"
"24171",9,"on whether the"
"24172",9,"one and a"
"24173",9,"one and the"
"24174",9,"one day but"
"24175",9,"one day we"
"24176",9,"one has been"
"24177",9,"one hell of"
"24178",9,"one if you"
"24179",9,"one of each"
"24180",9,"ones in the"
"24181",9,"only because of"
"24182",9,"only for a"
"24183",9,"only have one"
"24184",9,"only have to"
"24185",9,"only so much"
"24186",9,"only the best"
"24187",9,"open for the"
"24188",9,"opened in the"
"24189",9,"opinion of the"
"24190",9,"opportunity to be"
"24191",9,"opportunity to get"
"24192",9,"opportunity to make"
"24193",9,"or after the"
"24194",9,"or anything else"
"24195",9,"or do they"
"24196",9,"or not but"
"24197",9,"or not they"
"24198",9,"or not we"
"24199",9,"or something else"
"24200",9,"or something i"
"24201",9,"or two and"
"24202",9,"or two to"
"24203",9,"other than to"
"24204",9,"other words the"
"24205",9,"out and do"
"24206",9,"out at a"
"24207",9,"out for some"
"24208",9,"out for you"
"24209",9,"out he was"
"24210",9,"out here and"
"24211",9,"out i had"
"24212",9,"out i just"
"24213",9,"out i will"
"24214",9,"out of every"
"24215",9,"out of print"
"24216",9,"out of reach"
"24217",9,"out that i"
"24218",9,"out that they"
"24219",9,"out the way"
"24220",9,"out there for"
"24221",9,"out there is"
"24222",9,"out there on"
"24223",9,"out to see"
"24224",9,"outs in the"
"24225",9,"over how to"
"24226",9,"over it and"
"24227",9,"over the long"
"24228",9,"over two years"
"24229",9,"participant in the"
"24230",9,"participate in a"
"24231",9,"pass through the"
"24232",9,"people and the"
"24233",9,"people are just"
"24234",9,"people are not"
"24235",9,"people come to"
"24236",9,"people on twitter"
"24237",9,"people seem to"
"24238",9,"people that i"
"24239",9,"people to get"
"24240",9,"people were killed"
"24241",9,"people who make"
"24242",9,"percent last year"
"24243",9,"perhaps it was"
"24244",9,"pick up my"
"24245",9,"picked up and"
"24246",9,"picked up by"
"24247",9,"pinch of salt"
"24248",9,"place and the"
"24249",9,"place in our"
"24250",9,"place on a"
"24251",9,"place to stay"
"24252",9,"place where we"
"24253",9,"plain dealer reporter"
"24254",9,"plans to open"
"24255",9,"plans to use"
"24256",9,"play a role"
"24257",9,"play with it"
"24258",9,"played a role"
"24259",9,"played at the"
"24260",9,"plays in the"
"24261",9,"please and thank"
"24262",9,"please check out"
"24263",9,"please contact me"
"24264",9,"please follow my"
"24265",9,"please take a"
"24266",9,"portland state university"
"24267",9,"position of the"
"24268",9,"potter and the"
"24269",9,"power of god"
"24270",9,"president obama has"
"24271",9,"pretty excited about"
"24272",9,"pretty good about"
"24273",9,"problems in the"
"24274",9,"project in the"
"24275",9,"pronounced dead at"
"24276",9,"prove to be"
"24277",9,"proven to be"
"24278",9,"provide you with"
"24279",9,"put a lot"
"24280",9,"put a price"
"24281",9,"put him in"
"24282",9,"put out the"
"24283",9,"put them on"
"24284",9,"putting up with"
"24285",9,"quarter of the"
"24286",9,"question of the"
"24287",9,"quite a lot"
"24288",9,"quite a while"
"24289",9,"race for the"
"24290",9,"radio city music"
"24291",9,"rain go away"
"24292",9,"ran into a"
"24293",9,"range from to"
"24294",9,"ranks of the"
"24295",9,"ready to do"
"24296",9,"ready to party"
"24297",9,"real name is"
"24298",9,"really excited to"
"24299",9,"really just a"
"24300",9,"really like it"
"24301",9,"receive a free"
"24302",9,"received from the"
"24303",9,"recently moved to"
"24304",9,"recovering from a"
"24305",9,"regardless of whether"
"24306",9,"relation to the"
"24307",9,"release of the"
"24308",9,"released from the"
"24309",9,"rely on the"
"24310",9,"remember all the"
"24311",9,"remember that you"
"24312",9,"reminded me that"
"24313",9,"reported to have"
"24314",9,"reports that the"
"24315",9,"republicans and democrats"
"24316",9,"reputation as a"
"24317",9,"resident of the"
"24318",9,"respect to the"
"24319",9,"responded to a"
"24320",9,"rest of her"
"24321",9,"result in the"
"24322",9,"returns to the"
"24323",9,"retweet if you"
"24324",9,"right now thanks"
"24325",9,"rise of the"
"24326",9,"role as a"
"24327",9,"rolling in the"
"24328",9,"rookie of the"
"24329",9,"rose percent to"
"24330",9,"roses are red"
"24331",9,"rt good morning"
"24332",9,"rule of thumb"
"24333",9,"run into a"
"24334",9,"run on the"
"24335",9,"s or s"
"24336",9,"safe and sound"
"24337",9,"said according to"
"24338",9,"said but it"
"24339",9,"said but we"
"24340",9,"said he could"
"24341",9,"said he saw"
"24342",9,"said he wants"
"24343",9,"said i thought"
"24344",9,"said if i"
"24345",9,"said noting that"
"24346",9,"said she and"
"24347",9,"said than done"
"24348",9,"said that i"
"24349",9,"said that they"
"24350",9,"said the decision"
"24351",9,"said the incident"
"24352",9,"said the issue"
"24353",9,"said the other"
"24354",9,"said the two"
"24355",9,"said they did"
"24356",9,"said they want"
"24357",9,"said when asked"
"24358",9,"said when i"
"24359",9,"same thing i"
"24360",9,"same time and"
"24361",9,"same time as"
"24362",9,"say about it"
"24363",9,"say about that"
"24364",9,"say that a"
"24365",9,"say that he"
"24366",9,"say that my"
"24367",9,"say that you"
"24368",9,"say there are"
"24369",9,"say you are"
"24370",9,"saying he had"
"24371",9,"saying that i"
"24372",9,"saying that if"
"24373",9,"says it has"
"24374",9,"says it was"
"24375",9,"school board members"
"24376",9,"scored on a"
"24377",9,"seasons with the"
"24378",9,"sections of the"
"24379",9,"see a lot"
"24380",9,"see a new"
"24381",9,"see how much"
"24382",9,"see i have"
"24383",9,"see them as"
"24384",9,"see this as"
"24385",9,"see when you"
"24386",9,"see you back"
"24387",9,"see you here"
"24388",9,"seem to think"
"24389",9,"seems that the"
"24390",9,"seen as the"
"24391",9,"senate minority leader"
"24392",9,"send an email"
"24393",9,"served on the"
"24394",9,"services such as"
"24395",9,"set the stage"
"24396",9,"set up to"
"24397",9,"shades of grey"
"24398",9,"shame on you"
"24399",9,"she added that"
"24400",9,"she can do"
"24401",9,"she could have"
"24402",9,"she had already"
"24403",9,"she had done"
"24404",9,"she has the"
"24405",9,"she looked at"
"24406",9,"she was taken"
"24407",9,"shes going to"
"24408",9,"should be done"
"24409",9,"should be no"
"24410",9,"should i get"
"24411",9,"should take a"
"24412",9,"show is a"
"24413",9,"show of the"
"24414",9,"show starts at"
"24415",9,"show tonight at"
"24416",9,"show up in"
"24417",9,"show us your"
"24418",9,"showed up to"
"24419",9,"shut it down"
"24420",9,"side to side"
"24421",9,"since high school"
"24422",9,"since i started"
"24423",9,"since this is"
"24424",9,"sit down to"
"24425",9,"slow down and"
"24426",9,"slowly but surely"
"24427",9,"small part of"
"24428",9,"smile on his"
"24429",9,"so be sure"
"24430",9,"so do you"
"24431",9,"so excited about"
"24432",9,"so far no"
"24433",9,"so glad im"
"24434",9,"so good at"
"24435",9,"so happy that"
"24436",9,"so here it"
"24437",9,"so here we"
"24438",9,"so i wanted"
"24439",9,"so ill be"
"24440",9,"so much going"
"24441",9,"so much work"
"24442",9,"so no one"
"24443",9,"so out of"
"24444",9,"so ready to"
"24445",9,"so sad i"
"24446",9,"so she was"
"24447",9,"so sorry for"
"24448",9,"so sorry to"
"24449",9,"so stay tuned"
"24450",9,"so that is"
"24451",9,"so they dont"
"24452",9,"so to for"
"24453",9,"so you are"
"24454",9,"social networking sites"
"24455",9,"social security number"
"24456",9,"sodium g fiber"
"24457",9,"solve the problem"
"24458",9,"some of whom"
"24459",9,"some people just"
"24460",9,"some people say"
"24461",9,"some pictures of"
"24462",9,"someone like you"
"24463",9,"something about it"
"24464",9,"sometimes i wish"
"24465",9,"song of the"
"24466",9,"southern new jersey"
"24467",9,"speak to the"
"24468",9,"speaker john boehner"
"24469",9,"speaking at the"
"24470",9,"speech at the"
"24471",9,"spend the rest"
"24472",9,"spending a lot"
"24473",9,"spends a lot"
"24474",9,"spent the next"
"24475",9,"spent too much"
"24476",9,"standard poors index"
"24477",9,"stanley cup finals"
"24478",9,"star wars day"
"24479",9,"staring at the"
"24480",9,"started in the"
"24481",9,"starting at am"
"24482",9,"starting with the"
"24483",9,"starts with a"
"24484",9,"state board of"
"24485",9,"state of affairs"
"24486",9,"state university and"
"24487",9,"statue of liberty"
"24488",9,"stay the same"
"24489",9,"stay with me"
"24490",9,"staying at the"
"24491",9,"staying in the"
"24492",9,"stick with the"
"24493",9,"still love you"
"24494",9,"stock up on"
"24495",9,"stories of the"
"24496",9,"story about a"
"24497",9,"story about the"
"24498",9,"story of my"
"24499",9,"study found that"
"24500",9,"such a wonderful"
"24501",9,"such as these"
"24502",9,"suffice it to"
"24503",9,"suggested that the"
"24504",9,"supposed to get"
"24505",9,"sure if it"
"24506",9,"sure there is"
"24507",9,"sure this is"
"24508",9,"symbol of the"
"24509",9,"take a lead"
"24510",9,"take a long"
"24511",9,"take a lot"
"24512",9,"take away from"
"24513",9,"take him to"
"24514",9,"take it off"
"24515",9,"taken out of"
"24516",9,"taken over by"
"24517",9,"takes care of"
"24518",9,"taking into account"
"24519",9,"taking on the"
"24520",9,"talk about that"
"24521",9,"talk to a"
"24522",9,"talk to each"
"24523",9,"talked about how"
"24524",9,"talking to a"
"24525",9,"talking to her"
"24526",9,"talks about the"
"24527",9,"tamil astrology free"
"24528",9,"team at the"
"24529",9,"tell her i"
"24530",9,"tell us that"
"24531",9,"tell you a"
"24532",9,"ten years ago"
"24533",9,"than he was"
"24534",9,"than that it"
"24535",9,"than the original"
"24536",9,"than those who"
"24537",9,"than trying to"
"24538",9,"than two months"
"24539",9,"than we did"
"24540",9,"thank goodness for"
"24541",9,"thank you but"
"24542",9,"thank you d"
"24543",9,"thank you god"
"24544",9,"thank you it"
"24545",9,"thank you my"
"24546",9,"thank you sir"
"24547",9,"thank you you"
"24548",9,"thankful for my"
"24549",9,"thanks for everything"
"24550",9,"thanks i think"
"24551",9,"thanks i will"
"24552",9,"thanx for the"
"24553",9,"that a man"
"24554",9,"that a new"
"24555",9,"that according to"
"24556",9,"that because of"
"24557",9,"that even if"
"24558",9,"that even the"
"24559",9,"that everyone is"
"24560",9,"that had to"
"24561",9,"that has already"
"24562",9,"that has ever"
"24563",9,"that he made"
"24564",9,"that he or"
"24565",9,"that he should"
"24566",9,"that he wasnt"
"24567",9,"that i look"
"24568",9,"that i read"
"24569",9,"that if a"
"24570",9,"that if it"
"24571",9,"that if we"
"24572",9,"that ill be"
"24573",9,"that in mind"
"24574",9,"that in order"
"24575",9,"that includes the"
"24576",9,"that is great"
"24577",9,"that is that"
"24578",9,"that it just"
"24579",9,"that lets you"
"24580",9,"that made my"
"24581",9,"that made the"
"24582",9,"that make it"
"24583",9,"that one is"
"24584",9,"that only the"
"24585",9,"that she could"
"24586",9,"that sounds awesome"
"24587",9,"that that is"
"24588",9,"that the decision"
"24589",9,"that the film"
"24590",9,"that the lord"
"24591",9,"that the majority"
"24592",9,"that the music"
"24593",9,"that the people"
"24594",9,"that the police"
"24595",9,"that the process"
"24596",9,"that the reason"
"24597",9,"that they might"
"24598",9,"that they must"
"24599",9,"that to my"
"24600",9,"that was pretty"
"24601",9,"that was when"
"24602",9,"that we know"
"24603",9,"that we must"
"24604",9,"that we want"
"24605",9,"that what i"
"24606",9,"that would help"
"24607",9,"that you all"
"24608",9,"that you and"
"24609",9,"that you just"
"24610",9,"that’s not to"
"24611",9,"thats how we"
"24612",9,"thats how you"
"24613",9,"thats not to"
"24614",9,"thats what makes"
"24615",9,"thats what you"
"24616",9,"thats where the"
"24617",9,"thats why im"
"24618",9,"the advent of"
"24619",9,"the aim of"
"24620",9,"the album is"
"24621",9,"the american public"
"24622",9,"the anniversary of"
"24623",9,"the appearance of"
"24624",9,"the apple store"
"24625",9,"the audience to"
"24626",9,"the authors of"
"24627",9,"the auto industry"
"24628",9,"the bad guys"
"24629",9,"the ball on"
"24630",9,"the bank of"
"24631",9,"the best to"
"24632",9,"the better of"
"24633",9,"the bible and"
"24634",9,"the big deal"
"24635",9,"the big one"
"24636",9,"the biggest loser"
"24637",9,"the blog i"
"24638",9,"the call from"
"24639",9,"the call of"
"24640",9,"the camera and"
"24641",9,"the card and"
"24642",9,"the care of"
"24643",9,"the case that"
"24644",9,"the case the"
"24645",9,"the center is"
"24646",9,"the centers for"
"24647",9,"the chain of"
"24648",9,"the chance of"
"24649",9,"the change in"
"24650",9,"the characters are"
"24651",9,"the characters in"
"24652",9,"the city had"
"24653",9,"the city i"
"24654",9,"the city with"
"24655",9,"the company also"
"24656",9,"the control of"
"24657",9,"the convention center"
"24658",9,"the country i"
"24659",9,"the country that"
"24660",9,"the court to"
"24661",9,"the crap out"
"24662",9,"the daily news"
"24663",9,"the day at"
"24664",9,"the day my"
"24665",9,"the deal is"
"24666",9,"the deal with"
"24667",9,"the debt crisis"
"24668",9,"the democratic primary"
"24669",9,"the denver post"
"24670",9,"the depth of"
"24671",9,"the description of"
"24672",9,"the disabled list"
"24673",9,"the district is"
"24674",9,"the doctor and"
"24675",9,"the drawing board"
"24676",9,"the efforts of"
"24677",9,"the end but"
"24678",9,"the entrance to"
"24679",9,"the event the"
"24680",9,"the exact opposite"
"24681",9,"the extent that"
"24682",9,"the fact i"
"24683",9,"the fairmont hotel"
"24684",9,"the father and"
"24685",9,"the feeling that"
"24686",9,"the final day"
"24687",9,"the final seconds"
"24688",9,"the finished product"
"24689",9,"the first five"
"24690",9,"the first minutes"
"24691",9,"the first page"
"24692",9,"the first people"
"24693",9,"the first six"
"24694",9,"the floor in"
"24695",9,"the focus on"
"24696",9,"the follow love"
"24697",9,"the follow we"
"24698",9,"the following is"
"24699",9,"the following morning"
"24700",9,"the forest service"
"24701",9,"the formation of"
"24702",9,"the front yard"
"24703",9,"the fun of"
"24704",9,"the future for"
"24705",9,"the game as"
"24706",9,"the game at"
"24707",9,"the game it"
"24708",9,"the games begin"
"24709",9,"the girls are"
"24710",9,"the girls i"
"24711",9,"the good fight"
"24712",9,"the good times"
"24713",9,"the governors office"
"24714",9,"the greater cleveland"
"24715",9,"the green bay"
"24716",9,"the groundwork for"
"24717",9,"the group said"
"24718",9,"the group was"
"24719",9,"the guy in"
"24720",9,"the guy is"
"24721",9,"the halls of"
"24722",9,"the health and"
"24723",9,"the heat to"
"24724",9,"the hook for"
"24725",9,"the host of"
"24726",9,"the house we"
"24727",9,"the human body"
"24728",9,"the human spirit"
"24729",9,"the idea for"
"24730",9,"the information is"
"24731",9,"the information that"
"24732",9,"the inside out"
"24733",9,"the internet for"
"24734",9,"the job is"
"24735",9,"the john smith’s"
"24736",9,"the joys of"
"24737",9,"the kentucky derby"
"24738",9,"the kids who"
"24739",9,"the knowledge of"
"24740",9,"the lakers are"
"24741",9,"the land and"
"24742",9,"the last game"
"24743",9,"the last hour"
"24744",9,"the latest news"
"24745",9,"the leaders of"
"24746",9,"the less you"
"24747",9,"the line at"
"24748",9,"the line for"
"24749",9,"the luxury of"
"24750",9,"the man and"
"24751",9,"the man is"
"24752",9,"the merits of"
"24753",9,"the middlesex county"
"24754",9,"the millions of"
"24755",9,"the mistake of"
"24756",9,"the modern world"
"24757",9,"the moment of"
"24758",9,"the money for"
"24759",9,"the money he"
"24760",9,"the money is"
"24761",9,"the money will"
"24762",9,"the more people"
"24763",9,"the morning after"
"24764",9,"the most effective"
"24765",9,"the most likely"
"24766",9,"the most memorable"
"24767",9,"the most valuable"
"24768",9,"the motion picture"
"24769",9,"the mystery of"
"24770",9,"the national debt"
"24771",9,"the new and"
"24772",9,"the new president"
"24773",9,"the next weeks"
"24774",9,"the north and"
"24775",9,"the north atlantic"
"24776",9,"the north side"
"24777",9,"the occupy movement"
"24778",9,"the odds of"
"24779",9,"the office is"
"24780",9,"the old one"
"24781",9,"the olive oil"
"24782",9,"the one from"
"24783",9,"the one we"
"24784",9,"the only difference"
"24785",9,"the opposite direction"
"24786",9,"the opposite side"
"24787",9,"the other and"
"24788",9,"the other guys"
"24789",9,"the others were"
"24790",9,"the outside world"
"24791",9,"the pages of"
"24792",9,"the park the"
"24793",9,"the peak of"
"24794",9,"the perfect way"
"24795",9,"the person i"
"24796",9,"the philadelphia eagles"
"24797",9,"the phone i"
"24798",9,"the playoffs in"
"24799",9,"the police station"
"24800",9,"the president is"
"24801",9,"the problems that"
"24802",9,"the product of"
"24803",9,"the program and"
"24804",9,"the project and"
"24805",9,"the project would"
"24806",9,"the promise of"
"24807",9,"the prudential center"
"24808",9,"the purposes of"
"24809",9,"the radio and"
"24810",9,"the reason we"
"24811",9,"the restaurant and"
"24812",9,"the restaurant is"
"24813",9,"the road is"
"24814",9,"the road the"
"24815",9,"the room i"
"24816",9,"the rt have"
"24817",9,"the running game"
"24818",9,"the s in"
"24819",9,"the sales tax"
"24820",9,"the same and"
"24821",9,"the same person"
"24822",9,"the same place"
"24823",9,"the same spot"
"24824",9,"the san bruno"
"24825",9,"the scale of"
"24826",9,"the school to"
"24827",9,"the season finale"
"24828",9,"the season for"
"24829",9,"the season of"
"24830",9,"the second season"
"24831",9,"the secretary of"
"24832",9,"the senate and"
"24833",9,"the sentiment is"
"24834",9,"the severity of"
"24835",9,"the shadow of"
"24836",9,"the shooting death"
"24837",9,"the show but"
"24838",9,"the show i"
"24839",9,"the show on"
"24840",9,"the single most"
"24841",9,"the situation is"
"24842",9,"the stars and"
"24843",9,"the state capitol"
"24844",9,"the state legislature"
"24845",9,"the states largest"
"24846",9,"the street i"
"24847",9,"the street in"
"24848",9,"the street is"
"24849",9,"the street the"
"24850",9,"the swing of"
"24851",9,"the tamil astrology"
"24852",9,"the team has"
"24853",9,"the team in"
"24854",9,"the team to"
"24855",9,"the team with"
"24856",9,"the theory of"
"24857",9,"the third day"
"24858",9,"the three of"
"24859",9,"the time a"
"24860",9,"the title is"
"24861",9,"the tour of"
"24862",9,"the tradition of"
"24863",9,"the transition from"
"24864",9,"the truth and"
