"","sort.n4gramstats..decreasing...T.","last"
"6327",7,"not all of the"
"6328",7,"not aware of any"
"6329",7,"not been able to"
"6330",7,"not far from the"
"6331",7,"not going to go"
"6332",7,"not going to have"
"6333",7,"not going to make"
"6334",7,"not looking forward to"
"6335",7,"not much of a"
"6336",7,"not need to be"
"6337",7,"not talking about the"
"6338",7,"nothing better to do"
"6339",7,"now back to the"
"6340",7,"now i want to"
"6341",7,"now it is the"
"6342",7,"now that i know"
"6343",7,"number of people who"
"6344",7,"occupy wall street movement"
"6345",7,"occurred to me that"
"6346",7,"of course i am"
"6347",7,"of course there is"
"6348",7,"of hard work and"
"6349",7,"of luck to you"
"6350",7,"of my life the"
"6351",7,"of new york city"
"6352",7,"of one of his"
"6353",7,"of people in this"
"6354",7,"of people who have"
"6355",7,"of state hillary clinton"
"6356",7,"of state hillary rodham"
"6357",7,"of the cost of"
"6358",7,"of the day when"
"6359",7,"of the democratic party"
"6360",7,"of the game and"
"6361",7,"of the more than"
"6362",7,"of the most amazing"
"6363",7,"of the national association"
"6364",7,"of the nations most"
"6365",7,"of the new year"
"6366",7,"of the people i"
"6367",7,"of the people in"
"6368",7,"of the season the"
"6369",7,"of the world the"
"6370",7,"of us who are"
"6371",7,"of what we have"
"6372",7,"off to the side"
"6373",7,"oh and did i"
"6374",7,"oil in a large"
"6375",7,"on a charge of"
"6376",7,"on a sunday morning"
"6377",7,"on a variety of"
"6378",7,"on each side of"
"6379",7,"on either side of"
"6380",7,"on its way to"
"6381",7,"on monday and tuesday"
"6382",7,"on one side and"
"6383",7,"on the court and"
"6384",7,"on the hunt for"
"6385",7,"on the inside of"
"6386",7,"on the line and"
"6387",7,"on the list of"
"6388",7,"on the power play"
"6389",7,"on the radio and"
"6390",7,"on the right path"
"6391",7,"on the street is"
"6392",7,"on the strength of"
"6393",7,"on the th floor"
"6394",7,"on the third day"
"6395",7,"on the topic of"
"6396",7,"on to say that"
"6397",7,"one day i will"
"6398",7,"one is going to"
"6399",7,"one of his most"
"6400",7,"one of my fav"
"6401",7,"one of my new"
"6402",7,"one of the guys"
"6403",7,"one of the other"
"6404",7,"one of them is"
"6405",7,"one of them was"
"6406",7,"one out of the"
"6407",7,"one point in the"
"6408",7,"one step closer to"
"6409",7,"or cents a share"
"6410",7,"or percent to the"
"6411",7,"other members of the"
"6412",7,"out in front of"
"6413",7,"out of bed and"
"6414",7,"out of my head"
"6415",7,"out of my life"
"6416",7,"out of the game"
"6417",7,"out of the office"
"6418",7,"out of the ordinary"
"6419",7,"out of the shower"
"6420",7,"out of the water"
"6421",7,"out so i can"
"6422",7,"out the window and"
"6423",7,"over the past decade"
"6424",7,"part of it is"
"6425",7,"passes for yards and"
"6426",7,"pay attention to the"
"6427",7,"per share in the"
"6428",7,"percent in the first"
"6429",7,"pick up the phone"
"6430",7,"play of the game"
"6431",7,"please i love you"
"6432",7,"plenty of time for"
"6433",7,"point of view of"
"6434",7,"points or percent to"
"6435",7,"pretty sure i just"
"6436",7,"put them in a"
"6437",7,"putting the finishing touches"
"6438",7,"question of the day"
"6439",7,"quite a few of"
"6440",7,"ready for the weekend"
"6441",7,"really dont want to"
"6442",7,"red violets are blue"
"6443",7,"red white and blue"
"6444",7,"resident of the block"
"6445",7,"right next to the"
"6446",7,"right now i have"
"6447",7,"right now i want"
"6448",7,"right now it is"
"6449",7,"right up to the"
"6450",7,"roses are red violets"
"6451",7,"round of the playoffs"
"6452",7,"rt i dont know"
"6453",7,"rt if you agree"
"6454",7,"running up and down"
"6455",7,"rushed for yards and"
"6456",7,"said adding that he"
"6457",7,"said he had not"
"6458",7,"said i think its"
"6459",7,"said it will be"
"6460",7,"said most of the"
"6461",7,"said the same thing"
"6462",7,"said with a laugh"
"6463",7,"salt and pepper and"
"6464",7,"say it aint so"
"6465",7,"securities and exchange commission"
"6466",7,"see how it goes"
"6467",7,"see if i could"
"6468",7,"see if you can"
"6469",7,"seems to have been"
"6470",7,"send an email to"
"6471",7,"sense of the word"
"6472",7,"sent you an email"
"6473",7,"set the tone for"
"6474",7,"share it with you"
"6475",7,"she said i dont"
"6476",7,"she wanted me to"
"6477",7,"she would have to"
"6478",7,"shot in the head"
"6479",7,"should have been the"
"6480",7,"should not have been"
"6481",7,"show you how to"
"6482",7,"side of the world"
"6483",7,"signed up for the"
"6484",7,"so far in the"
"6485",7,"so far we have"
"6486",7,"so i need to"
"6487",7,"so i thought i"
"6488",7,"so im going to"
"6489",7,"so much better than"
"6490",7,"so much fun to"
"6491",7,"so much more to"
"6492",7,"so proud of my"
"6493",7,"so that he can"
"6494",7,"so this was a"
"6495",7,"so we decided to"
"6496",7,"some of your favorite"
"6497",7,"sometimes i wish i"
"6498",7,"soon as i got"
"6499",7,"spend so much time"
"6500",7,"spoke on condition of"
"6501",7,"spread the word and"
"6502",7,"square feet on for"
"6503",7,"started out as a"
"6504",7,"state hillary rodham clinton"
"6505",7,"stay tuned for the"
"6506",7,"step away from the"
"6507",7,"stop by and see"
"6508",7,"stop by for a"
"6509",7,"story of my life"
"6510",7,"sure it will be"
"6511",7,"take a lot of"
"6512",7,"takes a lot of"
"6513",7,"takes me back to"
"6514",7,"taking care of the"
"6515",7,"talk to you about"
"6516",7,"teach me how to"
"6517",7,"tell me what you"
"6518",7,"tell the story of"
"6519",7,"tell your friends to"
"6520",7,"thank you for making"
"6521",7,"thank you for that"
"6522",7,"thank you to for"
"6523",7,"thanks for a great"
"6524",7,"thanks for letting us"
"6525",7,"thanks for sharing your"
"6526",7,"thanks for spreading the"
"6527",7,"thanks for the recommendation"
"6528",7,"that are going to"
"6529",7,"that came out of"
"6530",7,"that can be used"
"6531",7,"that can help you"
"6532",7,"that can only be"
"6533",7,"that happens to me"
"6534",7,"that have not been"
"6535",7,"that he and his"
"6536",7,"that he did not"
"6537",7,"that he has been"
"6538",7,"that he wanted to"
"6539",7,"that he wants to"
"6540",7,"that i think about"
"6541",7,"that i was able"
"6542",7,"that i was not"
"6543",7,"that i would like"
"6544",7,"that is going to"
"6545",7,"that is not a"
"6546",7,"that is part of"
"6547",7,"that led to a"
"6548",7,"that looks like a"
"6549",7,"that make up the"
"6550",7,"that many of the"
"6551",7,"that percent of the"
"6552",7,"that the majority of"
"6553",7,"that the united states"
"6554",7,"that there are some"
"6555",7,"that they need to"
"6556",7,"that this is not"
"6557",7,"that this would be"
"6558",7,"that was a good"
"6559",7,"that was going to"
"6560",7,"that was one of"
"6561",7,"that was supposed to"
"6562",7,"that we needed to"
"6563",7,"that we want to"
"6564",7,"that you are a"
"6565",7,"that you can be"
"6566",7,"that you will be"
"6567",7,"thats a lot of"
"6568",7,"the author of the"
"6569",7,"the best thing in"
"6570",7,"the chairman of the"
"6571",7,"the chicago white sox"
"6572",7,"the close of the"
"6573",7,"the color of the"
"6574",7,"the construction of the"
"6575",7,"the cover of the"
"6576",7,"the creation of the"
"6577",7,"the dark side of"
"6578",7,"the day disabled list"
"6579",7,"the day with a"
"6580",7,"the death of me"
"6581",7,"the department of defense"
"6582",7,"the department of health"
"6583",7,"the design custom paintball"
"6584",7,"the driver of the"
"6585",7,"the early hours of"
"6586",7,"the early th century"
"6587",7,"the east side of"
"6588",7,"the edge of a"
"6589",7,"the end of june"
"6590",7,"the european central bank"
"6591",7,"the exact same thing"
"6592",7,"the executive director of"
"6593",7,"the eye of the"
"6594",7,"the failure of the"
"6595",7,"the fate of the"
"6596",7,"the federal aviation administration"
"6597",7,"the federal government to"
"6598",7,"the first and second"
"6599",7,"the first in the"
"6600",7,"the first time a"
"6601",7,"the first time around"
"6602",7,"the fourth be with"
"6603",7,"the game in the"
"6604",7,"the green bay packers"
"6605",7,"the guy in the"
"6606",7,"the home was sold"
"6607",7,"the house and senate"
"6608",7,"the idea was to"
"6609",7,"the immigration status of"
"6610",7,"the importance of this"
"6611",7,"the key to success"
"6612",7,"the last five years"
"6613",7,"the last thing i"
"6614",7,"the last year or"
"6615",7,"the last years and"
"6616",7,"the living room and"
"6617",7,"the main reason i"
"6618",7,"the mall of america"
"6619",7,"the meaning of the"
"6620",7,"the missouri department of"
"6621",7,"the most part the"
"6622",7,"the national park service"
"6623",7,"the new york yankees"
"6624",7,"the next best thing"
"6625",7,"the next day and"
"6626",7,"the next four years"
"6627",7,"the night of the"
"6628",7,"the number of students"
"6629",7,"the one thing that"
"6630",7,"the only good thing"
"6631",7,"the only one with"
"6632",7,"the only thing we"
"6633",7,"the only way the"
"6634",7,"the only way we"
"6635",7,"the opportunity to be"
"6636",7,"the other hand i"
"6637",7,"the past four years"
"6638",7,"the past two days"
"6639",7,"the point of view"
"6640",7,"the possibility of a"
"6641",7,"the presence of a"
"6642",7,"the ranks of the"
"6643",7,"the rest of his"
"6644",7,"the return of the"
"6645",7,"the same amount of"
"6646",7,"the same thing i"
"6647",7,"the same time that"
"6648",7,"the same time they"
"6649",7,"the second world war"
"6650",7,"the side of a"
"6651",7,"the side of my"
"6652",7,"the south side of"
"6653",7,"the st louis county"
"6654",7,"the stanley cup finals"
"6655",7,"the statue of liberty"
"6656",7,"the sun goes down"
"6657",7,"the tail end of"
"6658",7,"the things that are"
"6659",7,"the time and i"
"6660",7,"the time he was"
"6661",7,"the time i have"
"6662",7,"the time she was"
"6663",7,"the tip of the"
"6664",7,"the united states will"
"6665",7,"the university of missouri"
"6666",7,"the university of pittsburgh"
"6667",7,"the ups and downs"
"6668",7,"the war in iraq"
"6669",7,"the way down to"
"6670",7,"the way to a"
"6671",7,"the weight of the"
"6672",7,"the whole of the"
"6673",7,"the word about the"
"6674",7,"the world in the"
"6675",7,"the world of the"
"6676",7,"there are also some"
"6677",7,"there are at least"
"6678",7,"there are going to"
"6679",7,"there are still a"
"6680",7,"there are those who"
"6681",7,"there are thousands of"
"6682",7,"there is a new"
"6683",7,"there is more to"
"6684",7,"there is no doubt"
"6685",7,"there is no evidence"
"6686",7,"there is no question"
"6687",7,"there is not enough"
"6688",7,"there is not much"
"6689",7,"there is still a"
"6690",7,"there may be a"
"6691",7,"there must have been"
"6692",7,"there was also a"
"6693",7,"there was no one"
"6694",7,"there will be some"
"6695",7,"theres no reason to"
"6696",7,"they are the best"
"6697",7,"they might not be"
"6698",7,"they will have to"
"6699",7,"they would have to"
"6700",7,"things are going to"
"6701",7,"things i want to"
"6702",7,"think a lot of"
"6703",7,"think i might have"
"6704",7,"think it was the"
"6705",7,"think there is a"
"6706",7,"thinking the same thing"
"6707",7,"this could be a"
"6708",7,"this is a new"
"6709",7,"this is a pretty"
"6710",7,"this is my favorite"
"6711",7,"this is such a"
"6712",7,"this is where we"
"6713",7,"this point in the"
"6714",7,"this was a good"
"6715",7,"this week so i"
"6716",7,"this year and the"
"6717",7,"those were the days"
"6718",7,"those who do not"
"6719",7,"thought i would share"
"6720",7,"thousands of dollars in"
"6721",7,"three and a half"
"6722",7,"three of the four"
"6723",7,"three runs in the"
"6724",7,"through a series of"
"6725",7,"thx for the rt"
"6726",7,"time and time again"
"6727",7,"time to make the"
"6728",7,"to a bunch of"
"6729",7,"to a group of"
"6730",7,"to a win over"
"6731",7,"to all the people"
"6732",7,"to be at work"
"6733",7,"to be done and"
"6734",7,"to be in this"
"6735",7,"to be known as"
"6736",7,"to be more than"
"6737",7,"to be thankful for"
"6738",7,"to be that way"
"6739",7,"to be too much"
"6740",7,"to be willing to"
"6741",7,"to be working on"
"6742",7,"to be working with"
"6743",7,"to blow up a"
"6744",7,"to bring out the"
"6745",7,"to come back from"
"6746",7,"to comply with the"
"6747",7,"to do a better"
"6748",7,"to do it this"
"6749",7,"to do just that"
"6750",7,"to do something about"
"6751",7,"to do something to"
"6752",7,"to do something with"
"6753",7,"to do what they"
"6754",7,"to do with a"
"6755",7,"to fill in the"
"6756",7,"to find something to"
"6757",7,"to find the best"
"6758",7,"to get a few"
"6759",7,"to get her to"
"6760",7,"to get him to"
"6761",7,"to get in on"
"6762",7,"to get involved in"
"6763",7,"to get it done"
"6764",7,"to get on with"
"6765",7,"to get the word"
"6766",7,"to get things done"
"6767",7,"to get you to"
"6768",7,"to give him a"
"6769",7,"to give me a"
"6770",7,"to give up on"
"6771",7,"to give up the"
"6772",7,"to go ahead and"
"6773",7,"to go back and"
"6774",7,"to go into the"
"6775",7,"to go to college"
"6776",7,"to go to that"
"6777",7,"to have a chance"
"6778",7,"to have the same"
"6779",7,"to have to make"
"6780",7,"to know about the"
"6781",7,"to make a change"
"6782",7,"to make it work"
"6783",7,"to make sure my"
"6784",7,"to make the best"
"6785",7,"to move to the"
"6786",7,"to participate in a"
"6787",7,"to pick it up"
"6788",7,"to put in the"
"6789",7,"to rise to the"
"6790",7,"to say about it"
"6791",7,"to see how many"
"6792",7,"to see if there"
"6793",7,"to see if we"
"6794",7,"to see in the"
"6795",7,"to see so many"
"6796",7,"to see the avengers"
"6797",7,"to see the movie"
"6798",7,"to see you and"
"6799",7,"to see you here"
"6800",7,"to see you too"
"6801",7,"to solve the problem"
"6802",7,"to spend some time"
"6803",7,"to spend the day"
"6804",7,"to spread the word"
"6805",7,"to stand up and"
"6806",7,"to stand up for"
"6807",7,"to stay on the"
"6808",7,"to step up and"
"6809",7,"to tag this song"
"6810",7,"to take control of"
"6811",7,"to tell you about"
"6812",7,"to the cost of"
"6813",7,"to the days of"
"6814",7,"to the drawing board"
"6815",7,"to the idea of"
"6816",7,"to the left of"
"6817",7,"to the level of"
"6818",7,"to the party and"
"6819",7,"to the person who"
"6820",7,"to the post office"
"6821",7,"to the right of"
"6822",7,"to the super bowl"
"6823",7,"to the west coast"
"6824",7,"to the white house"
"6825",7,"to think about it"
"6826",7,"to those of you"
"6827",7,"to those who are"
"6828",7,"to top it off"
"6829",7,"to try to make"
"6830",7,"to wait for a"
"6831",7,"to wake up and"
"6832",7,"to wake up to"
"6833",7,"to win a free"
"6834",7,"to work together to"
"6835",7,"to work with him"
"6836",7,"to you and the"
"6837",7,"told me that he"
"6838",7,"told me that the"
"6839",7,"top of that the"
"6840",7,"trenton — gov chris"
"6841",7,"try to figure out"
"6842",7,"try to make it"
"6843",7,"trying to get some"
"6844",7,"trying to tell me"
"6845",7,"under the control of"
"6846",7,"up and at em"
"6847",7,"up early in the"
"6848",7,"up in the middle"
"6849",7,"us district court in"
"6850",7,"us know if we"
"6851",7,"visit wwwradiotagrcomwfuv to tag"
"6852",7,"wait for you to"
"6853",7,"wait to see your"
"6854",7,"wake up in the"
"6855",7,"want to do a"
"6856",7,"want to do that"
"6857",7,"want to get into"
"6858",7,"want to listen to"
"6859",7,"want to look at"
"6860",7,"want to make it"
"6861",7,"want to see you"
"6862",7,"want to thank you"
"6863",7,"wanted to be in"
"6864",7,"wanted to have a"
"6865",7,"was a little too"
"6866",7,"was about years old"
"6867",7,"was arrested on suspicion"
"6868",7,"was born and raised"
"6869",7,"was great meeting you"
"6870",7,"was great to see"
"6871",7,"was inducted into the"
"6872",7,"was involved in the"
"6873",7,"was just one of"
"6874",7,"was more of a"
"6875",7,"was never going to"
"6876",7,"was not going to"
"6877",7,"was taken into custody"
"6878",7,"was that it was"
"6879",7,"was the first to"
"6880",7,"was trying to get"
"6881",7,"wasnt going to be"
"6882",7,"way to get it"
"6883",7,"we appreciate your support"
"6884",7,"we are committed to"
"6885",7,"we are happy to"
"6886",7,"we are in a"
"6887",7,"we are talking about"
"6888",7,"we are working on"
"6889",7,"we can do this"
"6890",7,"we can get to"
"6891",7,"we didnt want to"
"6892",7,"we had a good"
"6893",7,"we have here is"
"6894",7,"we made it to"
"6895",7,"we might as well"
"6896",7,"we want to know"
"6897",7,"we went to a"
"6898",7,"we were on the"
"6899",7,"we’re going to have"
"6900",7,"wed love to hear"
"6901",7,"wed love to see"
"6902",7,"well see how it"
"6903",7,"went for with a"
"6904",7,"went on to win"
"6905",7,"were going to make"
"6906",7,"were supposed to be"
"6907",7,"were the first to"
"6908",7,"what appears to be"
"6909",7,"what can i do"
"6910",7,"what happened in the"
"6911",7,"what happens to the"
"6912",7,"what i have been"
"6913",7,"what i was looking"
"6914",7,"what in the world"
"6915",7,"what is the best"
"6916",7,"what is the most"
"6917",7,"what is the point"
"6918",7,"what it looks like"
"6919",7,"what makes you beautiful"
"6920",7,"what not to do"
"6921",7,"what the fuck is"
"6922",7,"what this is about"
"6923",7,"what time are you"
"6924",7,"what would happen if"
"6925",7,"what you do with"
"6926",7,"what youre going to"
"6927",7,"when are you going"
"6928",7,"when he was a"
"6929",7,"when i grow up"
"6930",7,"when i have a"
"6931",7,"when i need you"
"6932",7,"when i saw him"
"6933",7,"when i told him"
"6934",7,"when i want to"
"6935",7,"when i was years"
"6936",7,"when it rains it"
"6937",7,"when its time to"
"6938",7,"when we got home"
"6939",7,"when we went to"
"6940",7,"when you have to"
"6941",7,"where i want to"
"6942",7,"whether or not a"
"6943",7,"whether or not i"
"6944",7,"whether or not they"
"6945",7,"which leads me to"
"6946",7,"who am i kidding"
"6947",7,"who i am and"
"6948",7,"who is trying to"
"6949",7,"who lived in the"
"6950",7,"who wants to see"
"6951",7,"who was at the"
"6952",7,"who was in the"
"6953",7,"who will be the"
"6954",7,"who you are and"
"6955",7,"will always be a"
"6956",7,"will be a very"
"6957",7,"will be allowed to"
"6958",7,"will be required to"
"6959",7,"will begin at pm"
"6960",7,"will follow you back"
"6961",7,"will give you a"
"6962",7,"will take place at"
"6963",7,"wish there was a"
"6964",7,"with a cup of"
"6965",7,"with a high near"
"6966",7,"with a hint of"
"6967",7,"with a side of"
"6968",7,"with all of these"
"6969",7,"with information about the"
"6970",7,"with knowledge of the"
"6971",7,"with the idea that"
"6972",7,"with the loss of"
"6973",7,"with the new york"
"6974",7,"with you at the"
"6975",7,"within walking distance of"
"6976",7,"word on the street"
"6977",7,"working on a new"
"6978",7,"would be fun to"
"6979",7,"would be one of"
"6980",7,"would be the most"
"6981",7,"would have had to"
"6982",7,"would have made a"
"6983",7,"would like to share"
"6984",7,"would like to welcome"
"6985",7,"would love it if"
"6986",7,"would love to work"
"6987",7,"would mean so much"
"6988",7,"would mean the world"
"6989",7,"would need to be"
"6990",7,"wwwradiotagrcomwfuv to tag this"
"6991",7,"yards and two touchdowns"
"6992",7,"year as part of"
"6993",7,"year is going to"
"6994",7,"years ago i was"
"6995",7,"years in prison for"
"6996",7,"york and new jersey"
"6997",7,"you an idea of"
"6998",7,"you and me both"
"6999",7,"you are doing well"
"7000",7,"you back in the"
"7001",7,"you can call it"
"7002",7,"you can do is"
"7003",7,"you can get your"
"7004",7,"you can see how"
"7005",7,"you can see in"
"7006",7,"you can see that"
"7007",7,"you dont need a"
"7008",7,"you end up with"
"7009",7,"you feel better soon"
"7010",7,"you follow me and"
"7011",7,"you for following us"
"7012",7,"you for the kind"
"7013",7,"you for your support"
"7014",7,"you get to the"
"7015",7,"you go to the"
"7016",7,"you have a favorite"
"7017",7,"you have a wonderful"
"7018",7,"you have to admit"
"7019",7,"you have to know"
"7020",7,"you have to say"
"7021",7,"you in my life"
"7022",7,"you know i love"
"7023",7,"you know of any"
"7024",7,"you know that the"
"7025",7,"you know the one"
"7026",7,"you know what im"
"7027",7,"you know when you"
"7028",7,"you look at it"
"7029",7,"you need to find"
"7030",7,"you need to go"
"7031",7,"you need to have"
"7032",7,"you on the other"
"7033",7,"you see when you"
"7034",7,"you should come to"
"7035",7,"you think about it"
"7036",7,"you think i should"
"7037",7,"you used to be"
"7038",7,"you very much for"
"7039",7,"you want to hear"
"7040",7,"you want to talk"
"7041",7,"you will need to"
"7042",7,"you will want to"
"7043",7,"you wont want to"
"7044",7,"you’re not going to"
"7045",7,"youll be able to"
"7046",7,"youre going to do"
"7047",7,"youre going to get"
"7048",6,"a big chunk of"
"7049",6,"a break from the"
"7050",6,"a bunch of people"
"7051",6,"a case in point"
"7052",6,"a certain amount of"
"7053",6,"a combination of the"
"7054",6,"a couple of other"
"7055",6,"a couple of reasons"
"7056",6,"a cup of tea"
"7057",6,"a family of four"
"7058",6,"a few days i"
"7059",6,"a few hours it"
"7060",6,"a few hours later"
"7061",6,"a few hours of"
"7062",6,"a few minutes and"
"7063",6,"a few more days"
"7064",6,"a few years later"
"7065",6,"a finalist for the"
"7066",6,"a friend who is"
"7067",6,"a full day of"
"7068",6,"a gift certificate to"
"7069",6,"a glimpse of the"
"7070",6,"a good deal of"
"7071",6,"a good part of"
"7072",6,"a good thing the"
"7073",6,"a great opportunity for"
"7074",6,"a great sense of"
"7075",6,"a great weekend i"
"7076",6,"a happy new year"
"7077",6,"a hard time finding"
"7078",6,"a key part of"
"7079",6,"a kick in the"
"7080",6,"a large portion of"
"7081",6,"a letter from the"
"7082",6,"a list of things"
"7083",6,"a little bit better"
"7084",6,"a little longer than"
"7085",6,"a little while longer"
"7086",6,"a long day of"
"7087",6,"a long history of"
"7088",6,"a long line of"
"7089",6,"a long time since"
"7090",6,"a long time the"
"7091",6,"a lot of big"
"7092",6,"a lot of our"
"7093",6,"a lot of pressure"
"7094",6,"a lot of ways"
"7095",6,"a man on a"
"7096",6,"a man with a"
"7097",6,"a month or two"
"7098",6,"a new kind of"
"7099",6,"a new pair of"
"7100",6,"a news conference in"
"7101",6,"a note to clients"
"7102",6,"a number of other"
"7103",6,"a pain in the"
"7104",6,"a part of your"
"7105",6,"a picture of it"
"7106",6,"a place to live"
"7107",6,"a place where we"
"7108",6,"a pretty good job"
"7109",6,"a quarter of a"
"7110",6,"a return to the"
"7111",6,"a screening of the"
"7112",6,"a short period of"
"7113",6,"a significant portion of"
"7114",6,"a statement released by"
"7115",6,"a statement to the"
"7116",6,"a story about a"
"7117",6,"a taste of the"
"7118",6,"a thin layer of"
"7119",6,"a thing of the"
"7120",6,"a third of a"
"7121",6,"a ton of fun"
"7122",6,"a variety of reasons"
"7123",6,"a very happy birthday"
"7124",6,"a wake up call"
"7125",6,"a way that will"
"7126",6,"a year ago and"
"7127",6,"a year ago to"
"7128",6,"a young girl who"
"7129",6,"able to do it"
"7130",6,"able to get it"
"7131",6,"able to have a"
"7132",6,"able to see the"
"7133",6,"able to use the"
"7134",6,"about a third of"
"7135",6,"about a year and"
"7136",6,"about it he said"
"7137",6,"about million a year"
"7138",6,"about the dangers of"
"7139",6,"about the kind of"
"7140",6,"about three years ago"
"7141",6,"about to have a"
"7142",6,"about what you have"
"7143",6,"accept the fact that"
"7144",6,"according to the indictment"
"7145",6,"according to the state"
"7146",6,"advice on how to"
"7147",6,"after world war ii"
"7148",6,"all i could think"
"7149",6,"all i need to"
"7150",6,"all i wanna do"
"7151",6,"all in all it"
"7152",6,"all of our new"
"7153",6,"all of the fun"
"7154",6,"all of those things"
"7155",6,"all of us and"
"7156",6,"all of us i"
"7157",6,"all said and done"
"7158",6,"all the time the"
"7159",6,"all three of the"
"7160",6,"all you can do"
"7161",6,"along the way the"
"7162",6,"also happens to be"
"7163",6,"always wanted to be"
"7164",6,"am a fan of"
"7165",6,"am a huge fan"
"7166",6,"am going to do"
"7167",6,"am going to have"
"7168",6,"am so thankful for"
"7169",6,"am still working on"
"7170",6,"american international auto show"
"7171",6,"an awful lot of"
"7172",6,"an earlier version of"
"7173",6,"an excellent way to"
"7174",6,"an eye on the"
"7175",6,"and a few other"
"7176",6,"and a glass of"
"7177",6,"and a group of"
"7178",6,"and a half of"
"7179",6,"and a lack of"
"7180",6,"and a number of"
"7181",6,"and a sense of"
"7182",6,"and a touch of"
"7183",6,"and am to pm"
"7184",6,"and around the world"
"7185",6,"and as much as"
"7186",6,"and asked if i"
"7187",6,"and by the end"
"7188",6,"and cant wait to"
"7189",6,"and check out the"
"7190",6,"and chief executive officer"
"7191",6,"and director of the"
"7192",6,"and every time i"
"7193",6,"and feel free to"
"7194",6,"and for all the"
"7195",6,"and get a free"
"7196",6,"and get rid of"
"7197",6,"and had to be"
"7198",6,"and happy new year"
"7199",6,"and he told me"
"7200",6,"and he was a"
"7201",6,"and i absolutely love"
"7202",6,"and i am going"
"7203",6,"and i am sure"
"7204",6,"and i can see"
"7205",6,"and i don’t think"
"7206",6,"and i ended up"
"7207",6,"and i found it"
"7208",6,"and i know it"
"7209",6,"and i love the"
"7210",6,"and i need a"
"7211",6,"and i thought it"
"7212",6,"and i was so"
"7213",6,"and i will follow"
"7214",6,"and i wish i"
"7215",6,"and if you want"
"7216",6,"and im looking forward"
"7217",6,"and in doing so"
"7218",6,"and it is also"
"7219",6,"and it is the"
"7220",6,"and it needs to"
"7221",6,"and it was all"
"7222",6,"and it was great"
"7223",6,"and it was just"
"7224",6,"and its not just"
"7225",6,"and let me tell"
"7226",6,"and let them know"
"7227",6,"and make sure you"
"7228",6,"and members of the"
"7229",6,"and more than a"
"7230",6,"and now i am"
"7231",6,"and now it is"
"7232",6,"and one count of"
"7233",6,"and one that i"
"7234",6,"and open to the"
"7235",6,"and prayers go out"
"7236",6,"and put it on"
"7237",6,"and see what happens"
"7238",6,"and she told me"
"7239",6,"and some of them"
"7240",6,"and take advantage of"
"7241",6,"and taken to the"
"7242",6,"and that is a"
"7243",6,"and that is the"
"7244",6,"and that kind of"
"7245",6,"and that of the"
"7246",6,"and thats what i"
"7247",6,"and the end of"
"7248",6,"and the possibility of"
"7249",6,"and the united states"
"7250",6,"and there have been"
"7251",6,"and they have to"
"7252",6,"and they need to"
"7253",6,"and they will be"
"7254",6,"and this is my"
"7255",6,"and this is what"
"7256",6,"and those who are"
"7257",6,"and those who do"
"7258",6,"and to see the"
"7259",6,"and try to get"
"7260",6,"and trying to get"
"7261",6,"and wait for the"
"7262",6,"and was able to"
"7263",6,"and was one of"
"7264",6,"and was taken to"
"7265",6,"and we all know"
"7266",6,"and we are all"
"7267",6,"and we are working"
"7268",6,"and we had a"
"7269",6,"and we had to"
"7270",6,"and went to the"
"7271",6,"and what is the"
"7272",6,"and when i do"
"7273",6,"and when i was"
"7274",6,"and yes i am"
"7275",6,"and you can get"
"7276",6,"and you get to"
"7277",6,"anyone have a good"
"7278",6,"anyone who knows me"
"7279",6,"anyone with information about"
"7280",6,"appears to have been"
"7281",6,"are a part of"
"7282",6,"are about to get"
"7283",6,"are going back to"
"7284",6,"are in the works"
"7285",6,"are so many things"
"7286",6,"are times when i"
"7287",6,"are trying to get"
"7288",6,"are you coming back"
"7289",6,"are you doing tonight"
"7290",6,"are you excited for"
"7291",6,"are your plans for"
"7292",6,"around the corner and"
"7293",6,"around the corner from"
"7294",6,"around the world and"
"7295",6,"around the world to"
"7296",6,"arrested and charged with"
"7297",6,"arrested in connection with"
"7298",6,"as a child i"
"7299",6,"as a means to"
"7300",6,"as a whole and"
"7301",6,"as a young man"
"7302",6,"as bad as it"
"7303",6,"as fast as i"
"7304",6,"as good as any"
"7305",6,"as good as it"
"7306",6,"as i am concerned"
"7307",6,"as i can remember"
"7308",6,"as i would like"
"7309",6,"as it relates to"
"7310",6,"as large as the"
"7311",6,"as long as there"
"7312",6,"as much fun as"
"7313",6,"as opposed to a"
"7314",6,"as we all know"
"7315",6,"as well as for"
"7316",6,"as well as in"
"7317",6,"as well as its"
"7318",6,"as well as several"
"7319",6,"ask me if i"
"7320",6,"at a friends house"
"7321",6,"at a time i"
"7322",6,"at a time in"
"7323",6,"at all in fact"
"7324",6,"at least a dozen"
"7325",6,"at least five years"
"7326",6,"at least not in"
"7327",6,"at least thats what"
"7328",6,"at least twice a"
"7329",6,"at least years old"
"7330",6,"at least you can"
"7331",6,"at some point in"
"7332",6,"at that point i"
"7333",6,"at the bar and"
"7334",6,"at the bus stop"
"7335",6,"at the close of"
"7336",6,"at the core of"
"7337",6,"at the door for"
"7338",6,"at the grocery store"
"7339",6,"at the moment is"
"7340",6,"at the point of"
"7341",6,"at the same damn"
"7342",6,"at the wrong time"
"7343",6,"at this point and"
"7344",6,"at this time i"
"7345",6,"averaging points and rebounds"
"7346",6,"award winning novel gray"
