"","sort.n2gramstats..decreasing...T.","last"
"66689",7,"closed with"
"66690",7,"closest friends"
"66691",7,"closet and"
"66692",7,"clothes are"
"66693",7,"clothes at"
"66694",7,"clothes from"
"66695",7,"clouds of"
"66696",7,"cloudy with"
"66697",7,"clue as"
"66698",7,"co is"
"66699",7,"coach bill"
"66700",7,"coach frank"
"66701",7,"coach sean"
"66702",7,"coaches have"
"66703",7,"coalition for"
"66704",7,"coat and"
"66705",7,"coats and"
"66706",7,"cochair of"
"66707",7,"cocktails at"
"66708",7,"code a"
"66709",7,"code that"
"66710",7,"code the"
"66711",7,"coincidence that"
"66712",7,"cold hard"
"66713",7,"cold one"
"66714",7,"cold out"
"66715",7,"collaborate on"
"66716",7,"collapsed and"
"66717",7,"colleagues at"
"66718",7,"colleagues in"
"66719",7,"college career"
"66720",7,"college with"
"66721",7,"color that"
"66722",7,"color with"
"66723",7,"colors are"
"66724",7,"column in"
"66725",7,"come all"
"66726",7,"come but"
"66727",7,"come its"
"66728",7,"come just"
"66729",7,"come meet"
"66730",7,"come my"
"66731",7,"come running"
"66732",7,"come so"
"66733",7,"come try"
"66734",7,"come watch"
"66735",7,"come you"
"66736",7,"comes and"
"66737",7,"comic books"
"66738",7,"comin to"
"66739",7,"comment at"
"66740",7,"comment he"
"66741",7,"comment section"
"66742",7,"comment was"
"66743",7,"comments that"
"66744",7,"commercial and"
"66745",7,"commercial is"
"66746",7,"commercial real"
"66747",7,"commissioner and"
"66748",7,"commitment of"
"66749",7,"committed by"
"66750",7,"committee i"
"66751",7,"common good"
"66752",7,"common i"
"66753",7,"communication between"
"66754",7,"community are"
"66755",7,"community at"
"66756",7,"community gardens"
"66757",7,"community has"
"66758",7,"community he"
"66759",7,"community hospital"
"66760",7,"companies or"
"66761",7,"companies who"
"66762",7,"companies with"
"66763",7,"company at"
"66764",7,"company can"
"66765",7,"company could"
"66766",7,"company on"
"66767",7,"company we"
"66768",7,"compared the"
"66769",7,"comparison of"
"66770",7,"competed in"
"66771",7,"competition among"
"66772",7,"competition at"
"66773",7,"competition that"
"66774",7,"compilation of"
"66775",7,"compiling a"
"66776",7,"complained to"
"66777",7,"complaints from"
"66778",7,"complete i"
"66779",7,"completely agree"
"66780",7,"completely new"
"66781",7,"complexity of"
"66782",7,"complicated by"
"66783",7,"compromise with"
"66784",7,"computer for"
"66785",7,"concentrations of"
"66786",7,"concept for"
"66787",7,"concerned for"
"66788",7,"concerns over"
"66789",7,"concerns to"
"66790",7,"concert for"
"66791",7,"concert hall"
"66792",7,"concert of"
"66793",7,"concert series"
"66794",7,"concert to"
"66795",7,"conclude the"
"66796",7,"concluded the"
"66797",7,"conclusion the"
"66798",7,"condemned the"
"66799",7,"conditions are"
"66800",7,"conditions we"
"66801",7,"conference a"
"66802",7,"conference tournament"
"66803",7,"confidence to"
"66804",7,"confined to"
"66805",7,"confines of"
"66806",7,"confirms that"
"66807",7,"conflict the"
"66808",7,"confronted the"
"66809",7,"confusing the"
"66810",7,"confusion and"
"66811",7,"congrats i"
"66812",7,"congratulations you"
"66813",7,"consciousness that"
"66814",7,"consecutive game"
"66815",7,"conservation and"
"66816",7,"conservative and"
"66817",7,"conservative party"
"66818",7,"consider how"
"66819",7,"consider myself"
"66820",7,"consider them"
"66821",7,"consideration for"
"66822",7,"considered an"
"66823",7,"considering its"
"66824",7,"conspiracy theories"
"66825",7,"constitution is"
"66826",7,"constitution of"
"66827",7,"construction in"
"66828",7,"construction is"
"66829",7,"consultant for"
"66830",7,"consultant who"
"66831",7,"consumer electronics"
"66832",7,"consumer products"
"66833",7,"consumer spending"
"66834",7,"consumers will"
"66835",7,"contain a"
"66836",7,"container of"
"66837",7,"contempt for"
"66838",7,"contest in"
"66839",7,"context in"
"66840",7,"continues his"
"66841",7,"contract i"
"66842",7,"contracts for"
"66843",7,"contracts that"
"66844",7,"contribute a"
"66845",7,"contributions and"
"66846",7,"control freak"
"66847",7,"controlled the"
"66848",7,"controversy over"
"66849",7,"convenience store"
"66850",7,"converted into"
"66851",7,"convince the"
"66852",7,"convince them"
"66853",7,"cook on"
"66854",7,"cooked and"
"66855",7,"cooked to"
"66856",7,"cooking for"
"66857",7,"cooking oil"
"66858",7,"cooking with"
"66859",7,"cool air"
"66860",7,"cool new"
"66861",7,"cool this"
"66862",7,"copy from"
"66863",7,"corner from"
"66864",7,"corner the"
"66865",7,"corporate america"
"66866",7,"corporate greed"
"66867",7,"corpus christi"
"66868",7,"correct answer"
"66869",7,"correspondent for"
"66870",7,"cosponsored by"
"66871",7,"cost free"
"66872",7,"costa mesa"
"66873",7,"costs about"
"66874",7,"couch and"
"66875",7,"couch with"
"66876",7,"could almost"
"66877",7,"could benefit"
"66878",7,"could fit"
"66879",7,"could open"
"66880",7,"could pass"
"66881",7,"could this"
"66882",7,"could wear"
"66883",7,"couldn’t have"
"66884",7,"couldnt remember"
"66885",7,"council chambers"
"66886",7,"council for"
"66887",7,"council meetings"
"66888",7,"council that"
"66889",7,"counsel to"
"66890",7,"count in"
"66891",7,"count me"
"66892",7,"countdown is"
"66893",7,"counter and"
"66894",7,"counterparts in"
"66895",7,"countries as"
"66896",7,"countries like"
"66897",7,"country it"
"66898",7,"county —"
"66899",7,"county assistant"
"66900",7,"county community"
"66901",7,"county fire"
"66902",7,"county he"
"66903",7,"county medical"
"66904",7,"county prosecutor’s"
"66905",7,"county this"
"66906",7,"county which"
"66907",7,"couple and"
"66908",7,"couple is"
"66909",7,"couples who"
"66910",7,"course have"
"66911",7,"court appearance"
"66912",7,"court filing"
"66913",7,"court he"
"66914",7,"court i"
"66915",7,"court justice"
"66916",7,"court today"
"66917",7,"court will"
"66918",7,"court with"
"66919",7,"cousin is"
"66920",7,"cover all"
"66921",7,"cover on"
"66922",7,"cover was"
"66923",7,"covered and"
"66924",7,"covers a"
"66925",7,"cozy and"
"66926",7,"crack down"
"66927",7,"craft brewers"
"66928",7,"crash and"
"66929",7,"crashed into"
"66930",7,"crazy shit"
"66931",7,"crazy things"
"66932",7,"crazy you"
"66933",7,"cream sauce"
"66934",7,"create one"
"66935",7,"create our"
"66936",7,"created it"
"66937",7,"creates the"
"66938",7,"creating my"
"66939",7,"creating new"
"66940",7,"creative people"
"66941",7,"credit of"
"66942",7,"credits include"
"66943",7,"crew was"
"66944",7,"crews were"
"66945",7,"cried a"
"66946",7,"crisis of"
"66947",7,"crisis the"
"66948",7,"critically acclaimed"
"66949",7,"criticisms of"
"66950",7,"criticize the"
"66951",7,"critics of"
"66952",7,"critics say"
"66953",7,"cross a"
"66954",7,"cross stitch"
"66955",7,"cross to"
"66956",7,"crossed over"
"66957",7,"crossed that"
"66958",7,"crowd with"
"66959",7,"crown heights"
"66960",7,"cruel and"
"66961",7,"crunch and"
"66962",7,"cry about"
"66963",7,"cry if"
"66964",7,"cry over"
"66965",7,"cucumber and"
"66966",7,"cuddle with"
"66967",7,"cue the"
"66968",7,"cuisine and"
"66969",7,"cult following"
"66970",7,"cumberland county"
"66971",7,"cup chopped"
"66972",7,"cupcakes are"
"66973",7,"cupcakes with"
"66974",7,"curly hair"
"66975",7,"current economic"
"66976",7,"current state"
"66977",7,"currently has"
"66978",7,"currently on"
"66979",7,"curry powder"
"66980",7,"custom paintball"
"66981",7,"customer and"
"66982",7,"customers the"
"66983",7,"cut but"
"66984",7,"cut i"
"66985",7,"cut spending"
"66986",7,"cute lol"
"66987",7,"cute one"
"66988",7,"cute so"
"66989",7,"cute to"
"66990",7,"cuts have"
"66991",7,"cuts would"
"66992",7,"cutting back"
"66993",7,"cutting down"
"66994",7,"cutting my"
"66995",7,"cuz of"
"66996",7,"cuz you"
"66997",7,"cy young"
"66998",7,"d on"
"66999",7,"d printing"
"67000",7,"d yes"
"67001",7,"da one"
"67002",7,"dad but"
"67003",7,"daddy i"
"67004",7,"dairy products"
"67005",7,"damaged and"
"67006",7,"damaging to"
"67007",7,"damn hot"
"67008",7,"damn its"
"67009",7,"damn well"
"67010",7,"dancers and"
"67011",7,"dancing the"
"67012",7,"dangerous and"
"67013",7,"daniel bryan"
"67014",7,"dark night"
"67015",7,"dark room"
"67016",7,"darkest hour"
"67017",7,"darn it"
"67018",7,"data center"
"67019",7,"data the"
"67020",7,"date but"
"67021",7,"dates are"
"67022",7,"dates from"
"67023",7,"daughter said"
"67024",7,"daughter would"
"67025",7,"daughters of"
"67026",7,"daughters to"
"67027",7,"david freese"
"67028",7,"davis for"
"67029",7,"day about"
"67030",7,"day also"
"67031",7,"day an"
"67032",7,"day cant"
"67033",7,"day card"
"67034",7,"day disabled"
"67035",7,"day getting"
"67036",7,"day got"
"67037",7,"day looking"
"67038",7,"day many"
"67039",7,"day new"
"67040",7,"day these"
"67041",7,"day watching"
"67042",7,"day week"
"67043",7,"day yes"
"67044",7,"daylight saving"
"67045",7,"days not"
"67046",7,"days she"
"67047",7,"days thats"
"67048",7,"daytona beach"
"67049",7,"dc for"
"67050",7,"dc i"
"67051",7,"dc is"
"67052",7,"dead body"
"67053",7,"dead but"
"67054",7,"dead end"
"67055",7,"dead man"
"67056",7,"deadline is"
"67057",7,"deal could"
"67058",7,"deal you"
"67059",7,"deals in"
"67060",7,"deals to"
"67061",7,"dear reader"
"67062",7,"death if"
"67063",7,"death on"
"67064",7,"deaths were"
"67065",7,"debt limit"
"67066",7,"decades after"
"67067",7,"decades and"
"67068",7,"december at"
"67069",7,"december st"
"67070",7,"decide who"
"67071",7,"decided he"
"67072",7,"decided in"
"67073",7,"decides that"
"67074",7,"decision the"
"67075",7,"decline and"
"67076",7,"deeds of"
"67077",7,"default on"
"67078",7,"defeat and"
"67079",7,"defend himself"
"67080",7,"defend themselves"
"67081",7,"defending the"
"67082",7,"defense against"
"67083",7,"defense department"
"67084",7,"defense fund"
"67085",7,"defense to"
"67086",7,"defensive play"
"67087",7,"deficit and"
"67088",7,"degree but"
"67089",7,"degrees at"
"67090",7,"degrees from"
"67091",7,"degrees today"
"67092",7,"delayed the"
"67093",7,"delicious food"
"67094",7,"delivered by"
"67095",7,"delivered in"
"67096",7,"delivered on"
"67097",7,"delta air"
"67098",7,"demands for"
"67099",7,"democratic leaders"
"67100",7,"denial of"
"67101",7,"denied any"
"67102",7,"denizens of"
"67103",7,"dennis kucinich"
"67104",7,"denver broncos"
"67105",7,"denver has"
"67106",7,"denver this"
"67107",7,"department but"
"67108",7,"department that"
"67109",7,"depended on"
"67110",7,"dependent upon"
"67111",7,"depression the"
"67112",7,"deprived of"
"67113",7,"deputy chief"
"67114",7,"derby winner"
"67115",7,"describe a"
"67116",7,"described how"
"67117",7,"design custom"
"67118",7,"design or"
"67119",7,"design tip"
"67120",7,"desire and"
"67121",7,"desires and"
"67122",7,"desperately needs"
"67123",7,"despite this"
"67124",7,"dessert and"
"67125",7,"destroyed and"
"67126",7,"detail about"
"67127",7,"detail of"
"67128",7,"details but"
"67129",7,"details how"
"67130",7,"details or"
"67131",7,"detrimental to"
"67132",7,"develop your"
"67133",7,"development on"
"67134",7,"developments in"
"67135",7,"devotion to"
"67136",7,"diabetes and"
"67137",7,"did any"
"67138",7,"did because"
"67139",7,"did good"
"67140",7,"did indeed"
"67141",7,"did lol"
"67142",7,"did one"
"67143",7,"did show"
"67144",7,"didn’t come"
"67145",7,"didn’t notice"
"67146",7,"didn’t say"
"67147",7,"didnt allow"
"67148",7,"didnt deserve"
"67149",7,"didnt find"
"67150",7,"didnt immediately"
"67151",7,"didnt lose"
"67152",7,"didnt mention"
"67153",7,"didnt quite"
"67154",7,"didnt talk"
"67155",7,"didnt try"
"67156",7,"die as"
"67157",7,"die before"
"67158",7,"die but"
"67159",7,"die to"
"67160",7,"die with"
"67161",7,"died a"
"67162",7,"died for"
"67163",7,"died friday"
"67164",7,"died he"
"67165",7,"died the"
"67166",7,"died this"
"67167",7,"diego county"
"67168",7,"difference at"
"67169",7,"different at"
"67170",7,"different colors"
"67171",7,"different countries"
"67172",7,"different levels"
"67173",7,"different parts"
"67174",7,"differs from"
"67175",7,"difficult but"
"67176",7,"difficult in"
"67177",7,"difficult times"
"67178",7,"difficulty of"
"67179",7,"difficulty with"
"67180",7,"digital marketing"
"67181",7,"dignity and"
"67182",7,"dine on"
"67183",7,"dinner in"
"67184",7,"dinner last"
"67185",7,"dinner on"
"67186",7,"dinner or"
"67187",7,"dinner to"
"67188",7,"dinner w"
"67189",7,"dipped in"
"67190",7,"dipped into"
"67191",7,"direction he"
"67192",7,"direction it"
"67193",7,"directors are"
"67194",7,"dirty and"
"67195",7,"disagreed with"
"67196",7,"disappeared and"
"67197",7,"disappointed i"
"67198",7,"discounts and"
"67199",7,"discovers a"
"67200",7,"discrimination against"
"67201",7,"discuss and"
"67202",7,"discuss his"
"67203",7,"discussion i"
"67204",7,"dislike the"
"67205",7,"display a"
"67206",7,"dispose of"
"67207",7,"dispute over"
"67208",7,"dispute with"
"67209",7,"distributed by"
"67210",7,"district includes"
"67211",7,"district would"
"67212",7,"districts to"
"67213",7,"ditto rt"
"67214",7,"dive in"
"67215",7,"dive into"
"67216",7,"divided by"
"67217",7,"dividends and"
"67218",7,"division the"
"67219",7,"dm it"
"67220",7,"dna was"
"67221",7,"do during"
"67222",7,"do find"
"67223",7,"do how"
"67224",7,"do however"
"67225",7,"do look"
"67226",7,"do many"
"67227",7,"do oh"
"67228",7,"do than"
"67229",7,"do then"
"67230",7,"do whats"
"67231",7,"do while"
"67232",7,"doctor is"
"67233",7,"doctor that"
"67234",7,"document and"
"67235",7,"documents from"
"67236",7,"does god"
"67237",7,"does on"
"67238",7,"doesnt care"
"67239",7,"doesnt change"
"67240",7,"doesnt deserve"
"67241",7,"doesnt exist"
"67242",7,"doesnt include"
"67243",7,"doesnt let"
"67244",7,"doesnt say"
"67245",7,"doesnt turn"
"67246",7,"doesnt understand"
"67247",7,"dog but"
"67248",7,"dog in"
"67249",7,"dog was"
"67250",7,"dogs are"
"67251",7,"dogs the"
"67252",7,"doing here"
"67253",7,"doing very"
"67254",7,"dollars at"
"67255",7,"dollars i"
"67256",7,"domain name"
"67257",7,"don’t agree"
"67258",7,"don’t bother"
"67259",7,"don’t i"
"67260",7,"don’t remember"
"67261",7,"don’t usually"
"67262",7,"donation from"
"67263",7,"donation to"
"67264",7,"done done"
"67265",7,"done here"
"67266",7,"done their"
"67267",7,"done there"
"67268",7,"dont consider"
"67269",7,"dont die"
"67270",7,"dont fuck"
"67271",7,"dont hurt"
"67272",7,"dont keep"
"67273",7,"dont live"
"67274",7,"dont quit"
"67275",7,"dont read"
"67276",7,"dont show"
"67277",7,"dont sleep"
"67278",7,"dont turn"
"67279",7,"doomed to"
"67280",7,"door after"
"67281",7,"door when"
"67282",7,"doors that"
"67283",7,"dotted line"
"67284",7,"double to"
"67285",7,"doubling the"
"67286",7,"doubt you"
"67287",7,"down before"
"67288",7,"down during"
"67289",7,"down even"
"67290",7,"down how"
"67291",7,"down low"
"67292",7,"down memory"
"67293",7,"down these"
"67294",7,"down those"
"67295",7,"down too"
"67296",7,"download it"
"67297",7,"downtown los"
"67298",7,"dozen of"
"67299",7,"dozen people"
"67300",7,"draft beer"
"67301",7,"drag on"
"67302",7,"drama of"
"67303",7,"drawing and"
"67304",7,"drawing on"
"67305",7,"dream so"
"67306",7,"dreams the"
"67307",7,"dress was"
"67308",7,"dress with"
"67309",7,"dressing room"
"67310",7,"drew me"
"67311",7,"drew on"
"67312",7,"drink more"
"67313",7,"drink of"
"67314",7,"drinks for"
"67315",7,"drinks in"
"67316",7,"drive back"
"67317",7,"drive it"
"67318",7,"driver who"
"67319",7,"drivers to"
"67320",7,"driveway and"
"67321",7,"driving back"
"67322",7,"driving with"
"67323",7,"drizzle of"
"67324",7,"drop some"
"67325",7,"drop this"
"67326",7,"dropped me"
"67327",7,"dropped my"
"67328",7,"dropped their"
"67329",7,"drove down"
"67330",7,"drove her"
"67331",7,"drove his"
"67332",7,"drove past"
"67333",7,"drug cartels"
"67334",7,"drug charges"
"67335",7,"drug dealers"
"67336",7,"drug or"
"67337",7,"drugs are"
"67338",7,"drugs i"
"67339",7,"drugs or"
"67340",7,"drum major"
"67341",7,"drum up"
"67342",7,"drunken driving"
"67343",7,"dry i"
"67344",7,"dry the"
"67345",7,"dude the"
"67346",7,"due course"
"67347",7,"due this"
"67348",7,"each a"
"67349",7,"each book"
"67350",7,"each end"
"67351",7,"each for"
"67352",7,"each page"
"67353",7,"each team"
"67354",7,"early afternoon"
"67355",7,"early february"
"67356",7,"early friday"
"67357",7,"early monday"
"67358",7,"earn their"
"67359",7,"earned in"
"67360",7,"ears are"
"67361",7,"earth can"
"67362",7,"earth to"
"67363",7,"earth was"
"67364",7,"earthquake in"
"67365",7,"easier but"
"67366",7,"easier if"
"67367",7,"easily with"
"67368",7,"east in"
"67369",7,"east it"
"67370",7,"easter the"
"67371",7,"easter to"
"67372",7,"eastern europe"
"67373",7,"easy it"
"67374",7,"easy its"
"67375",7,"eat this"
"67376",7,"eat too"
"67377",7,"eating some"
"67378",7,"economic downturn"
"67379",7,"economics of"
"67380",7,"economies of"
"67381",7,"economy are"
"67382",7,"economy as"
"67383",7,"economy he"
"67384",7,"educate the"
"67385",7,"educated and"
"67386",7,"education i"
"67387",7,"effective in"
"67388",7,"effects are"
"67389",7,"effects the"
"67390",7,"effort i"
"67391",7,"effort is"
"67392",7,"efforts by"
"67393",7,"efforts in"
"67394",7,"egg cream"
"67395",7,"egg in"
"67396",7,"egg yolks"
"67397",7,"eight to"
"67398",7,"eighth inning"
"67399",7,"either on"
"67400",7,"election and"
"67401",7,"election the"
"67402",7,"elements are"
"67403",7,"elements that"
"67404",7,"elephant in"
"67405",7,"eliminate a"
"67406",7,"else could"
"67407",7,"else im"
"67408",7,"else on"
"67409",7,"email if"
"67410",7,"email list"
"67411",7,"emailed you"
"67412",7,"embarking on"
"67413",7,"embarrassed by"
"67414",7,"embassy in"
"67415",7,"embedded in"
"67416",7,"embossing folder"
"67417",7,"empathy and"
"67418",7,"employees as"
"67419",7,"employees from"
"67420",7,"employees the"
"67421",7,"employees with"
"67422",7,"employers to"
"67423",7,"employment in"
"67424",7,"end as"
"67425",7,"end because"
"67426",7,"end he"
"67427",7,"end you"
"67428",7,"ended a"
"67429",7,"ended on"
"67430",7,"ending in"
"67431",7,"ending of"
"67432",7,"ending with"
"67433",7,"enemies in"
"67434",7,"enemy is"
"67435",7,"energy companies"
"67436",7,"energy levels"
"67437",7,"energy on"
"67438",7,"enforcement is"
"67439",7,"engaged the"
"67440",7,"engaged to"
"67441",7,"engagement ring"
"67442",7,"english as"
"67443",7,"english in"
"67444",7,"english teacher"
"67445",7,"enhanced by"
"67446",7,"enhances the"
"67447",7,"enjoyed every"
"67448",7,"enjoyed my"
"67449",7,"enjoyed that"
"67450",7,"enjoyed them"
"67451",7,"enormous amount"
"67452",7,"enough im"
"67453",7,"enough we"
"67454",7,"ensure you"
"67455",7,"entered in"
"67456",7,"entering a"
"67457",7,"enterprises inc"
"67458",7,"entertainment industry"
"67459",7,"entertainment the"
"67460",7,"entire game"
"67461",7,"entire state"
"67462",7,"entire year"
"67463",7,"entirely on"
"67464",7,"entries and"
"67465",7,"ep of"
"67466",7,"episode with"
"67467",7,"episodes on"
"67468",7,"epitome of"
"67469",7,"equality and"
"67470",7,"equally important"
"67471",7,"erectile dysfunction"
"67472",7,"eric and"
"67473",7,"ernest hemingway"
"67474",7,"especially like"
"67475",7,"established that"
"67476",7,"etc is"
"67477",7,"etc just"
"67478",7,"euclid avenue"
"67479",7,"europe as"
"67480",7,"eve and"
"67481",7,"even call"
"67482",7,"even her"
"67483",7,"even let"
"67484",7,"even seen"
"67485",7,"even this"
"67486",7,"even through"
"67487",7,"even understand"
"67488",7,"even use"
"67489",7,"evening as"
"67490",7,"evening so"
"67491",7,"evening will"
"67492",7,"event by"
"67493",7,"events but"
"67494",7,"events such"
"67495",7,"events with"
"67496",7,"ever experienced"
"67497",7,"ever got"
"67498",7,"ever he"
"67499",7,"ever hear"
"67500",7,"ever it"
"67501",7,"ever its"
"67502",7,"ever let"
"67503",7,"ever more"
"67504",7,"ever no"
"67505",7,"ever said"
"67506",7,"ever saw"
"67507",7,"ever thanks"
"67508",7,"ever think"
"67509",7,"ever with"
"67510",7,"every city"
"67511",7,"every friday"
"67512",7,"every individual"
"67513",7,"every kid"
"67514",7,"every member"
"67515",7,"every play"
"67516",7,"every position"
"67517",7,"every possible"
"67518",7,"every saturday"
"67519",7,"every thursday"
"67520",7,"every tuesday"
"67521",7,"everybody the"
"67522",7,"everybody to"
"67523",7,"everyday but"
"67524",7,"everyone back"
"67525",7,"everyone did"
"67526",7,"everyone dont"
"67527",7,"everyone happy"
"67528",7,"everyone here"
"67529",7,"everyone how"
"67530",7,"everyone know"
"67531",7,"everyone my"
"67532",7,"everyone out"
"67533",7,"everyone there"
"67534",7,"everything goes"
"67535",7,"everything happens"
"67536",7,"everything my"
"67537",7,"everything right"
"67538",7,"evident in"
"67539",7,"evolve into"
"67540",7,"exactly sure"
"67541",7,"exam and"
"67542",7,"example from"
"67543",7,"example has"
"67544",7,"exams and"
"67545",7,"excel in"
"67546",7,"excellent way"
"67547",7,"exchange commission"
"67548",7,"excited because"
"67549",7,"excited but"
"67550",7,"exciting as"
"67551",7,"exciting things"
"67552",7,"excluding the"
"67553",7,"excuses for"
"67554",7,"executive to"
"67555",7,"exercise i"
"67556",7,"exhibit at"
"67557",7,"exhibit of"
"67558",7,"exist and"
"67559",7,"expect any"
"67560",7,"expect some"
"67561",7,"expectations are"
"67562",7,"expected for"
"67563",7,"expenses and"
"67564",7,"experience im"
"67565",7,"experience will"
"67566",7,"experiences to"
"67567",7,"experiment to"
"67568",7,"expert and"
"67569",7,"expertise to"
"67570",7,"explaining that"
"67571",7,"explains how"
"67572",7,"explanation for"
"67573",7,"express myself"
"67574",7,"expressed in"
"67575",7,"extra for"
"67576",7,"eye doctor"
"67577",7,"eye is"
"67578",7,"eyes closed"
"67579",7,"eyes for"
"67580",7,"f for"
"67581",7,"f scott"
"67582",7,"fabric i"
"67583",7,"fabulous i"
"67584",7,"fabulous the"
"67585",7,"face at"
"67586",7,"face he"
"67587",7,"face her"
"67588",7,"face no"
"67589",7,"face or"
"67590",7,"face this"
"67591",7,"face up"
"67592",7,"facebook status"
"67593",7,"faced by"
"67594",7,"faced in"
"67595",7,"facilities to"
"67596",7,"facility that"
"67597",7,"fact im"
"67598",7,"facts of"
"67599",7,"failed a"
"67600",7,"failed miserably"
"67601",7,"faithful and"
"67602",7,"fall is"
"67603",7,"fallen for"
"67604",7,"falls for"
"67605",7,"familiarity with"
"67606",7,"families have"
"67607",7,"family dinner"
"67608",7,"family foundation"
"67609",7,"family she"
"67610",7,"fan club"
"67611",7,"fan from"
"67612",7,"fan so"
"67613",7,"fan to"
"67614",7,"fans dont"
"67615",7,"fans love"
"67616",7,"fans what"
"67617",7,"fans when"
"67618",7,"fantastic day"
"67619",7,"far between"
"67620",7,"far im"
"67621",7,"far its"
"67622",7,"far my"
"67623",7,"far side"
"67624",7,"farm is"
"67625",7,"fascinating to"
"67626",7,"fashion designer"
"67627",7,"fashion it"
"67628",7,"fast becoming"
"67629",7,"fatally shot"
"67630",7,"fault for"
"67631",7,"favor with"
"67632",7,"favourite of"
"67633",7,"feast on"
"67634",7,"feature is"
"67635",7,"featured a"
"67636",7,"featured the"
"67637",7,"feb in"
"67638",7,"feb the"
"67639",7,"february after"
"67640",7,"february he"
"67641",7,"february when"
"67642",7,"fed the"
"67643",7,"federal investigation"
"67644",7,"federal prison"
"67645",7,"feed you"
"67646",7,"feedback to"
"67647",7,"feel sick"
"67648",7,"feel too"
"67649",7,"feeling all"
"67650",7,"feeling as"
"67651",7,"feeling its"
"67652",7,"feeling more"
"67653",7,"feeling this"
"67654",7,"feels very"
"67655",7,"fees that"
"67656",7,"feet below"
"67657",7,"feet wide"
"67658",7,"fell by"
"67659",7,"fell down"
"67660",7,"felt at"
"67661",7,"felt compelled"
"67662",7,"felt he"
"67663",7,"felt my"
"67664",7,"felt we"
"67665",7,"ferris kleem"
"67666",7,"festival at"
"67667",7,"festival this"
"67668",7,"few beers"
"67669",7,"few changes"
"67670",7,"few different"
"67671",7,"few dollars"
"67672",7,"few examples"
"67673",7,"few friends"
"67674",7,"few pics"
"67675",7,"few pieces"
"67676",7,"few to"
"67677",7,"ff thanks"
"67678",7,"fiber and"
"67679",7,"field but"
"67680",7,"field on"
"67681",7,"fifty shades"
"67682",7,"fighting and"
"67683",7,"fighting in"
"67684",7,"fights with"
"67685",7,"figure of"
"67686",7,"figure the"
"67687",7,"figured id"
"67688",7,"file for"
"67689",7,"filet mignon"
"67690",7,"fill your"
"67691",7,"filled out"
"67692",7,"film for"
"67693",7,"film on"
"67694",7,"film will"
"67695",7,"final decision"
"67696",7,"final five"
"67697",7,"final game"
"67698",7,"final quarter"
"67699",7,"final year"
"67700",7,"finally after"
"67701",7,"finally with"
"67702",7,"finals for"
"67703",7,"finals i"
"67704",7,"financial situation"
"67705",7,"financial stability"
"67706",7,"financing for"
"67707",7,"find anyone"
"67708",7,"find at"
"67709",7,"find is"
"67710",7,"find many"
"67711",7,"find things"
"67712",7,"find those"
"67713",7,"find us"
"67714",7,"fine at"
"67715",7,"fine dining"
"67716",7,"fine if"
"67717",7,"fine the"
"67718",7,"finish i"
"67719",7,"finish out"
"67720",7,"finished an"
"67721",7,"finished at"
"67722",7,"finished third"
"67723",7,"finishing a"
"67724",7,"finishing with"
"67725",7,"fire a"
"67726",7,"fire alarm"
"67727",7,"fire by"
"67728",7,"fire which"
"67729",7,"fired at"
"67730",7,"fired for"
"67731",7,"fired in"
"67732",7,"firm and"
"67733",7,"firm for"
"67734",7,"firms are"
"67735",7,"first card"
"67736",7,"first episode"
"67737",7,"first event"
"67738",7,"first hour"
"67739",7,"first its"
"67740",7,"first kiss"
"67741",7,"first look"
"67742",7,"first movie"
"67743",7,"first player"
"67744",7,"first public"
"67745",7,"first read"
"67746",7,"first run"
"67747",7,"first saturday"
"67748",7,"first serve"
"67749",7,"first sight"
"67750",7,"first single"
"67751",7,"first super"
"67752",7,"first thanks"
"67753",7,"first that"
"67754",7,"first weekend"
"67755",7,"firstdegree murder"
"67756",7,"firstquarter profit"
"67757",7,"firstround picks"
"67758",7,"fish on"
"67759",7,"fish to"
"67760",7,"fisher said"
"67761",7,"fistful of"
"67762",7,"fit all"
"67763",7,"fitting for"
"67764",7,"fitzgerald said"
"67765",7,"five things"
"67766",7,"fixed in"
"67767",7,"flat out"
"67768",7,"flavor but"
"67769",7,"flaws and"
"67770",7,"fled to"
"67771",7,"flight in"
"67772",7,"flock of"
"67773",7,"flocked to"
"67774",7,"flocking to"
"67775",7,"flood the"
"67776",7,"floor for"
"67777",7,"floor that"
"67778",7,"floors and"
"67779",7,"florida that"
"67780",7,"flower i"
"67781",7,"flowers a"
"67782",7,"flowers for"
"67783",7,"fly in"
"67784",7,"flying off"
"67785",7,"flying out"
"67786",7,"fold and"
"67787",7,"follow button"
"67788",7,"follow everyone"
"67789",7,"follow hope"
"67790",7,"follow ill"
"67791",7,"follow will"
"67792",7,"followed her"
"67793",7,"followed it"
"67794",7,"followers on"
"67795",7,"followers thank"
"67796",7,"followers the"
"67797",7,"followers you"
"67798",7,"following an"
"67799",7,"following are"
"67800",7,"following our"
"67801",7,"followup to"
"67802",7,"food court"
"67803",7,"food safety"
"67804",7,"food this"
"67805",7,"food water"
"67806",7,"food wine"
"67807",7,"fool the"
"67808",7,"foolish and"
"67809",7,"football games"
"67810",7,"football i"
"67811",7,"football this"
"67812",7,"footsteps of"
"67813",7,"for adult"
"67814",7,"for advice"
"67815",7,"for affordable"
"67816",7,"for animal"
"67817",7,"for apple"
"67818",7,"for approximately"
